text,category
מעוניינת בפרטים על המערכת.,sales
"יש לי סטודיו למיתוג וגרפיקה, הייתי מעוניין בפרטים.",sales
"יש לי ספור מעולם המשפט ,הספור מדהים מעניין מפתיע מזעזע מראהאת הפנים האמיתיות של הגזענות בבתי משפט בישראל בתוך שנתיים אני מפיץ אותו לסרט ובטוח בטו שיביא סוף סוף אוסקר לעם ישראל וליהודים אודות שקרה לדרייפוס , בספור שלי דריפוס לא עומד לידי בכלל, ולא משתווה ל",uncategorized
מבקשת להסיר את שמי וכתובתי מרשימת הדיוור שלכם,block
"היי,כאשר אני שולח מייל שמצורף אליו תמונה, אי אפשר לראות את תוכל המייל עד שלא לוחצים על לחצן ה""הצג עוד""איך אני פותר את זה?",support
אני מנהל את הפרסום עבור SKDANCE ולאחרונה קיבלנו הטבה מלירון מור חודשיים מתנה בשירות שלכם.בגלל שעברו שבועיים מההרשמה שלי החשבון נחסם. תוכלו לחזור אליי לטלפון בבקשה.שם המשתמש שלי הוא:skdance,support
"שלום ,מבקש לא לשלוח לי דואר שלכם מבחינתי הנ""ל דאר זבל הכתובות שלי:yeyniv@walla.co.ilyeyniv@walla.com",block
"דיייי תפסיקו לשלוח אלי מסרים, זאת פניה אחרונה לפני פניה לבית משפט!!!!",block
"שלום,אשמח הצטרף לשרות אבל...אני בורה לגמרי בטכנולוגיה.האם יכולה לקבל עזרה?תודה האנה",support
אשמח לקבל הצעת מחיר למשלוח סמס ומשלוח מיילים לרשימת תפוצה.תודה ה,sales
"הי לכם. מבקשת לדעת האם ניתן להעלות ניוז + תכנות לגוף הניוז, טקסטים ותמונות. זאת אומרת - לא לינק בלבד מתמונה. אפשר לחזור גם לטלי - 054-5896580",support
"שלום ,אשמח לקבל הצעת מחיר לבנק של מעל 100,000 מכתבים.תודה.",sales
שלוםאני לקוחה שלכם. אני רוצה לבטל את המנוי ולהפסיק את התשלומים הבאים. תודה,stop
נא למחוק את כתובת המייל שלי מהמאגר שלכם!! או מהמערכת שלכם נמאס לי לקבל זבל לדואר לתשומת לבכם ראו זו אזהרה אחרונה לפני נקיטת הליך משפטי!!דוגמא לדואר זבל שאני מקבל:anat@taler.co.il,block
"שלום  , בעבר עבדתי מולכם כאשר עבדתי עם חברת סקאל.כיום אני עובדת עם חברה בשם ג'י יו אס שיווק בעמ שהינם היבואנים למותג האופנה גאנטו בישראל. אשמח לךקבל הצעת מחיר על מנת להמשיך לעבוד עמכם. אנא שלחו למייל בברכה וגנר ניקול",sales
"הי,העסק שלי פונה לחברות היי-טק, והאתר כולו באנגלית. אני תוהה אם מערכת -מסר מתאימה לי מבחינת templates, תיבות רישום וכו, או שאתם מתאימים לאתרים בעברית בלבד.",sales
כבר יצרו עמי קשר בעבר ואשמח אם תחזרו אלי שוב,sales
הנכם נדרשים להפסיק לשלוח אלי אימיילים.אין בהודעה זו משום ויתור כלשהו בגין הנזקים שגרמתם לי עד כה.אלדד וסרמן,block
שלום. אנא הסירו את האימייל שלי *מכל* הרשימות  הנוכחיות והעתידיות שלכם. לא מעוניין לקבל דיוור ממכם.תודה.,block
שלום. אני מעוניין להתחיל לעבוד אתכם. האם ניתן לרכוש בנק דיוורים?,block
"אנא, הורידו אותי מרשימת התפוצה שלכם. לא נתתי את שמי וכתובתי ואני מס לקבל מכם דואר. דחוף !!!",block
"אשמח אם תצלצלו. אני צריכה עזרה עם דף נחיתה שיצרתי במערכת שלכם.המון תודה,גלי",support
"שלום, יש לי שתי שאלות:1. האם ניתן לשים במערכת שני אתרים בניהולי? 2. האם ניתן לשים במערכת כתובת זמנית של אתר (מאוחסן בוויקס ועדיין לא פורסם)<?",sales
"נא להסיר אותי מכל רשימות התפוצה במאגר הנתונים שלכם. לא נרשמתי לאף אחת מהן, ואני לא מעוניין לקבל מודעות או אימיילים מכם או מאף לקוח שלכם. תודה. sujie1@gmail.com",block
"מבקשת לקבל הצע""מ לרכישת חבילת דיוור חודשית עבור 40,000 מנויים.תודהשרון",sales
"ברשותנו חשבון בתשלום אלצכם, רצינו לשאול לגבי הסדנה של 19/3 האם נשארו עדיין מקומות פנויים והאם ניתן לשלם בשיק (להביא אתנו לסדנא)",support
"מדובר בשווק דירות יוקרה בסופיה שבבולגריההאם אתם יכולים לשווק ""מוצר"" כנל",uncategorized
כתובת המייל שלי מופיעה אצלכם ואני מקבל דרככם פרסומות פולשניות שונות. אינני מעוניין בכך - נא להסיר אותי מיידית. במידה ולא תסירו אפנה לרשויות בתלונה על הפרת פרטיות!!!!,block
"שלום, אני רוצה לפתוח חשבון עבור לקוחה שלי. האם רשימת תפוצה בקובץ PST תתאים?",support
אני צריך הצעת מחיר,sales
"יש לכם טעות בהגדרת חוק הזבל. זה יכול להטעות הה אנשים:אתם כותבים ש""מותר לשלוח מייל חד פעמי לכל גורם""וזה לא נכון ההיתר הוא רק לבתי עסקתראו כאן:http://www.isoc.org.il/spam/customers.html",block
"שלום ,למרות פניות ות שלי אליכם אני עדיין ממשיכה לקבל מיילים.זוהי בקשתי האחרונה להסיר אותי מרשימות התפוצה שלכם.כתובות המייל שלי:chenmiri@gmail.commiric@nice.commiri.chen@nice.comתודה,מירי",block
"היי, בהמשך לשיחה שלי עם אוהד, אני רוצה לקחת חלק ולהיות בתוכנית שותפים שלכם..אשמח שתחזרו אליי...להתחלת פעילות משותפת, כמובן שאני לקוחה שלכם...תודה ריבי",coop
מעוניין בניסיון,sales
"רשום במערכת שעלינו לחדש את המנוי שלנו באינפומד, אבל לא רשום כיצד. אנא שלחו לי עלות ואמצעי תשלום.תודה",support
שלום אבקש לסגור את החשבון שלי בישראטק תודה,stop
"שלום ,קצה נפשי בקבלת שלל דואר הזבל שמערכת ישראטק מציפה אותי, ואני מבקשת הסרה מיידית של כתובת המייל שלי מכל (!) הרשימות שלכם, של כלל העסקים המנויים שלכם. אנא ראו בפניה זו התראה בהתאם לחוק הספאם. בברכה,עו""ד צרפק",block
"שלום, ברצוני לברר אתכם משהו שאני רוצה לעשות במערכת  המסר שלי: אני מעבירה מסר מסר בודד לסדרת מסרים, ורוצה להגדיר שישלח אותו אוטומטית חודש אחרי המסר הראשון. שאלתי היא האם האנשים שכבר קיבלו את המסר הבודד יקבלו אותו בשנית כאשר אעדכן שליחה אוטומטית בסדרת המס",support
מעוניינת בישראטק ל1000 איש,sales
מעונין לקבל תמיכה בנוגע למערכת. תודה,support
מעוניינת לבדוק את המערכת ולראות האם מתאימה לצרכיי,sales
נא להסיר את המייל שלי מרשימת התפוצה שלכם - לעולם לא נתתי לכם אישור לשלוח אליי מיילים. זו עבירה על החוק מבחינתכם.,block
"שלום ,התחלתי לקבל המון ספאם באמצעות המערכת שלכם ממגוון רחב של עסקים.אם לא תפסיקו עם העניין אאלץ לפנות לעו""ד ולתבוע אתכם על סמך תיקון 40 לסעיף 30 בחוק בזק ותקשורת.להזכירכם, בהוכחת אשמה החוק מחייב אתכם לשלם אלף שח על כל הודעה ללא כל צורך בהוכחת נזיק",block
"נא לדאוג שלא אופיע באף רשימת תפוצה שלכם. במידה ואקבל מייל נוסף שמגיע מהמערכת שלכם, אפנה לבית המשפט בדרישה לפיצוי עבור כל אחת מההודעות ששלחתם לי ללא אישורי וללא בקשתי. מעולם, ולעולם, לא אסכים לקבל הודעות פרסומיות בדוא""ל, ואם אני מופיע ברשימת תפוצה שלכם, הג",block
"דרישה להסרה מיידית מהמערכת שלכם לתמיד לאף משלוח של אף לקוח שלכם.למיילים הבאים amitk@appricom.com, support@appricom.com info@wizsupport.comיותר לא אשלח הודעות. הודעה זו צולמה למטרות משפטיות במידה ואמשיך לקבל מכם מילים למה שצויין.",block
"לידיעתכם,בנוסף למיילים ים שאני מקבלת כי אני ביקשתיאני מוצאת את עצמי מקבלת מיילים ים מרשימות שלא נרשמתי אליהם, לא ראוי",block
התביעה בדרך - תורידו אותי מהרשימה,block
רוצה לרכוש את המערכת משאירה לכם הודעות אתם לא עונים מה יהיה אחרי שאשלם?חייבת בשעה בקרובה להחליט ולהוציא מייל!,sales
"שלום ,שמי אורי מתפוז אנשים. הייתי מעוניין לקבל מכם הצעת מחיר עבור כ 1,000,000 דיוורים בהם נוכל להשתמש לאורך זמן.",sales
ביקשתי מספר פעמים להסיר את המייל שלי מהמערכת שלכם.מבחינתי זו כבר הטרדה.,block
"שלום  לאנשי -מסר היקרים,אני פרילנסר אשר בונה אתריםובחודש האחרון 2 לקוחות שונים פנו אלי בנוגע לקישור נתוני טופס הצור קשר באתר אל בסיס המידע של ה-מסר.כיצד מתממשקים אליכם?בברכה,ברק לינג",
"אני עוסק בתחום המוצרים למבוגרים. אוכל להשתמש בשירות שלכם?תודה מראש,",
שלום אני מבקש לא לשלוח מיילים פרסומיים מכל סוג,
להוריד אותי מרשימת התפוצה שלכם.במידה ואקבל שוב מייל אאלץ לנקוט בהליכים משפטיים.,
כמות הספאם מהמערכת שלנו לשרת הדואר שלנו מעוררת חלחלהנא הסירו את הדומיינים הבאים מכל הרשימות שלכם באופן קבוע:www.omk.co.ilwww.ygl.co.il,block
מעוניין להתנסות במערכת,
המחירים כוללים אפשרות ליצירת דפי נחיתה בלתי מוגבלים?,sales
"שלום, בנינו מחדש את אתר החברה ואנו מעונינים ליצור ניוזלטרס ללקוחותינו. התשתית קיימת באתר אך טרם מופעלת.אשמח להצעתכם וכמובן הגדרתכם איך ומה עלינו לעשות בכדי להתקדם.תודה,יורם עילום",
קיבלתי מייל שיש היום וובינר הדרכה על המערכת ואני לא מצליחה להיכנס. יש הודעה שהוובינר יתחיל עוד מספר רגעים. האם אכן יש עיכוב?,support
אני דורש מכם לא להפנות אלי שום חומר  פרסומיאתם מבלבלים לי את המוחוגורמים לי בזבוז זמן,block
שלום ! ברצוני להציע לכם את שירותינו ור עיצוב והנפקת כרטיסי מתנה ו או כרטיסי מועדוןאנו חברת אל אס קארד מייצרים את הכרטיסים בארץ כחול לבן אנו מספקים את הכרטיסם המחירים נוחים ובזמני אספקה מהירים אודה לכם אל יצירת קשר עימי אילנה054-6535,coop
מבקש לקבל פרטים על דיוור ודפי נחיתה,sales
"אני פועל בעולם העי ומבצע כיום שליחת מיילים וסמסים דרך ספקים בחו""ל.האם יש אפשרות לשלוח דרך המערכת שלכם ללא זיהוי ישראלי? כלומר האם ניתן להסיר כל זיהוי של כיתוב ישראלי/זיהוי ישראלי מהמיילים או שירותים אחרים?תודה מראש, דני",support
"שלום ,ברצוני שנציג מכירות יצור איתי קשר.בכבוד ,בת-שבע כביר052-8354819",
"שלום וברכה. האם יש אפשרות לחסום את השירות (דפי נחיתה, הרשמות, וכו) בשבתות ומועדי ישראל. אינני מעוניין שהעסקים שלי יפעלו בכל צורה בשבת. אשמח לתשובה , תודה ה.",support
"שלום.מעוניינת להרשם ל-מסר, אנא צרו קשר מחר כדי שאוכל להתחיל.תודה",
רציתי לדעת האם אוכל לבנות דף נחיתה לפייסבוק לאיסוף לידים דרך המערכת שלכם ? תודה,support
ממתין שתחזרו אלי,
"הי,קבלתי מייל מדניאל כלשהו, לגבי 3 חודשי חינם של שימוש בישראטק.לינק לאתר ההטבה:p://www.internetsuccess.co.il/responder/זה מוכר לכם?תודה,טל",
האם ניתן לחבר את טופס ההצטרפות לדיוור המעוצב שקיים אצלי באתר עם המערכת שלכם מבלי להרוס את העיצוב שלו?לדוגמה - זה שמופיע בהאדר ובפוטר באתר הזה - http://lirazron.org.il/,support
בדיקה,
בדיקה בדיקה בדיקה בדיקה בדיקה בדיקה בדיקה בדיקה בדיקה בדיקה בדיקה בדיקה בדיקה בדיקה בדיקה בדיקה בדיקה בדיקה בדיקה בדיקה בדיקה בדיקה בדיקה בדיקה בדיקה בדיקה בדיקה בדיקה בדיקה בדיקה בדיקה בדיקה בדיקה בדיקה בדיקה בדיקה בדיקה בדיקה בדיקה בדיקה בדיקה בדיקה בדי,uncategorized
"שלום, אני בתחילת דרכי בשיווק באינטרנט, ומתעדת לפרסם ספר ילדים באמזון, בספר אני רוצה להפנות קוראים למתנה חינם. הבנתי שזה נעשה באמצעות דפי נחיתה אבל אני לא בדיוק יודעת עדין איך וכמה אנשים יפנו, אשמח ליעוץדרורית",sales
אני רוצה לפתוח תוכנית שותפים. אני ממליצה באופן קבוע על ישראטק כמערכת מועדפת לשליחת הודעות ואני רוצה להצטרף לתוכנית השותפים.תודה[נחמה,coop
מעוניינת בהצעת מחיר,sales
"היי, אולי אתם מחפשים עובדים מתחום השיווק באינטרנט, בניית אתרים, עיצוב גרפי? תודה ה.",
אשמח לקבל תשובה בהקדם,
"שלום,יש לי שאלה:האם ניתן לשלוח מסרים למשתמש שהקליד את פרטי הקשר שלו לדף נחיתה שנוצר ב-דף (וכתוצאה מכך פרטיו נכנסו לרשימת תפוצה ב-מסר)?תודה,אריק",support
"ברצוני לדעת האם ניתן להקפיא את המנוי שלנו, ולאיזו תקופה?",support
SONO TITOLARE DI UN HOTEL BAR PASTICCERIA RISTORANTE A MELITO DI PORTO SALVO REGGIO CALABRIA SUD ITALIA.,
נרשמתי דרך קייסי קולג' עכשיו אבל לא קיבלתי מכם שום מייל מאשר בנדון ואני לא יכולה להתחיל,
"קיבלתי בחודשים האחם הודעות למייל האישי שלי בגימיל-מהה הה עסקים שאינם מכירים אותי כלל.משמע שלמרות כל ההסברים על דואר זבלכן יש לכם רשימות ואני בתוכם, לא כפי שנציגכם ""עשה עצמו "" בטלפון.לכן, אני מחכה להצע""מ למייל שתשלחו לי לרשימתכם. אני מחכה .",block
מעוניין להצטרף לתכנית השותפים,coop
"אשמח מאוד לקבל הצעת מחיר לדיווריםזה עבור חברת e commerceאנחנו צריכים להוציא כ-4 דיוורים בחודש, כל דיוור לכ-20,000 רשומות.אנחנו צריכים למעשה תבנית אחת - רק שניתן יהיה לשנות את המחירים.דבר נוסף - את הדיוורים נצטרך להוציא ב-6 שפות שונות (ז""א נצטרך",sales
"אשמח לקבל פרטים על השרות נמצאת בשעות הבוקר תודה, דפנה",
"שלום . אני מעצב דף נחיתה בשביל לקוח, דף הנחיתה כולל בתוכו לינק לוידאו מיוטיוב וכמובן טופס הרשמה. אני עובד עם פוטושופ ודרים וויבר ורציתי לדעת איך ניתן להעלות את קובץ התכנות לאתרכם כקובץ פעיל? אשמח לתגובה במייל, אני לא במצב פיסי לדבר בטלפון. תודה.",
"לכבוד חברת -מסר, שלום ,אתם מציפים אותי בספאם האסור לפי תיקון 40 לחוק התקשורת.עצם העובדה כי הינכם למעשה מפיצים מיילים כמותיים עבור חברות אחרות אינה גורעת מכם את האחריות לנעשה - ומבחינה חוקית הינכם מחוייבים לסנן את המיילים שנשלחים באמצעות המערכות הא",block
חייבת שחזרו אליי דחוף רוצה לקנות מערכת דיוור בדחיפות,sales
"שלום, אשמח לקבל מייל של אחד מנציגי המכירות, אשמח לקבל הצעת מחיק לגבי שליחת SMS מישראל למספרים בארה""ב",
אנא חסמו את המייל שלי בבקשה אני מקבל מכם המון ספאם,block
דפי נחיתה,support
לא לשלוח הודעות,
נרשמתי לחשבון ניסיון ואני מעוניין לשדרג את החשבון שלי אך אני צריך את החשבון לחודש בלבד - לקמפיין חד פעמי (עמוד נחיתה) - האם ישנה חבילה כזאת? במידה ולא - אני נרשם כרגיל ומבטל אחרי חודש?,support
"שלום , אני סוכנות פרסום דיגיטלית, ומחפש מערכת שתאפשר לי בניית עמודי נחיתה עם גמישות מיית, וניהול לידים.הדיוור הישיר פחות רלוונטי לגבי.אשמח לקבל מחירים ומידע",sales
האם דף נחיתה במערכת דפי נחיתה-יצירת דף אינטרנטכרוכה בעלויות?קרן,support
מעוניין לשמוע על השירות,
ביקשתי כבר כמה פעמים להסירנו מכל רשומות התפוצה שלכם. ישראטק - אתם מתבקשים לשמור על הפרטיות שלי ולהפסיק לשתף את האימל שלי. אני גר בסינגפור ואני לא זקוק לשום דבר שלא ביקשתי מהארץ. אנא,block
נא להסיר אותה מרשימת התפוצה שלכם.,block
"שלום,שלחתם לי בניגוד לחוק דואר זבל פעמיים בחודש האחרון.כמובן שכבר לאחר הפעם הראשונה הסרתי עצמי מרשימת התפוצה שלכם, אך היום נשלח אלי דואר פרסום נוסף.ראו זאת אזהרה אחרונה בהחלט לפני הגשת תביעה.חג שמח,גיא קושניר",block
"קבלת ספאםשלום , אני מקבל מכם ספאם לדומיין starltd.netאבקש להוסיף את כל הכתובות של הדומיין הנ""ל לרשימת סופרשן ליסט עבור כל הלקוחות שלכם כדי למנוע אי נעימות ותביעות משפטיות.תודה ויום טוב.",block
"אשמח להתנסות במערכת שלכם, העסק שלי חדש ויש לי רשימת תפוצה של 300 כתובות כרגע.",
"אני דורשת שלא ישלח אלי אף מייל באמצעות ישראטק! הסירו את המייל שלי מכל הרשימות המצויות בידכם ואני דורשת שלא להעבירו לאף לקוח קיים או עתידי שלכם!פניתי כבר מס' פעמים בבקשה להסרה, אך משום מה אני ממשיכה לקבל באמצעותכם עשרות מיילים בכל שבוע.",block
אבקש מכם להסיר אותי מכל רשימות התפוצה שלכם מעולם לא נרשמתי אצלכםאחרת אגיש תביעה לדואר זבל,block
"שלום ,אבקש לקבל הצעת מחיר לשליחת ניוזלטרים לכ-12,000 איש כל שבוע.בכבוד ,מעיין פטיטו בן-ישיאחראית ניו-מדיה מוזיאוני חיפה",sales
"שלום. קיבלתי כרגע ספאם בנושא: ""מהפך פורים למשכנתא שלך!‎""שנשלח מהכתובת:  ron@simplemortgage.co.ilמעולם לא נרשמתי לרשימה כזו. לטיפולכם המסור!תודה וחג שמח.",block
אנו מעוניינים לשמוע על המערכת שלכם. למי אפשר להתקשר בכדי לתאם פגישה במשרדים שלנו?,
"מנחת קבוצות הרזיה מזה 23 שנים, בשיטה שלי ""שיטת קוזלוב"" עובדות 15 מדריכות",
לא לשלוח למייל זה !!!!!!!!!!,
"שלום רציתי לבדוק , האם אני יכולה לרכוש חבילת שירות ולשלוח בו זמנית לכמה לקוחות שונים.נניח ואני מזמינה חבילה של 5000 מיילים בחודש האם אני יכולה לחלק את זה לשניים או שלושה דומיינים שונים תודה",sales
"קיבלתי את הדיוור הבא דרכם:http://messages.responder.co.il/430966/72853488/b505fe2cb8e770801f83d11aae8b2799מעולם לא ביקשתי ממנה לצרף אותי לרשימה. ייתר על כן, לפני זמן מה היא פרסמה מסרה ל""מאמנים מתחילים"" וייתכן שכך אספה אימיילים. היא עלולה לסבך אתכם",
הצעת מחיר ועוד,sales
היי אני מנסה להוריד מרשימת המסמרים את לוגו החברה אני מורידה את הוי מהמשבצת ובבדיקה הלוגו עדיין מופיע. אנא עזרתכם,
אני מעוניינת לשלוח כמית ענקית של מיילים לעסקים חרדיים  ברחבי הארץת האם זה אפשרי?,sales
מבקשת הצעת מחיר ובחינת המערכת לטובת העסק אותו אני מנהלת.,sales
"חברים, ביקשתי להסיר את כתובות המייל שלי מרשימות התפוצה שלכם.בטרם אפנה להליכים המותרים בחוק אבקשכם בפעם האחרונה להסיר את כתובות המייל שלי מרשימות התפוצה שלכם.morantoledo@gmail.commnm.moran@gmail.commorant@ironitr.co.il",block
"שלום,אני מקבל מסרים שונים ( למשל מאור אברמו) שלא בקשתי מעולם ואף טרחתי מספר פעמים להוריד, ללא תועלת.אני מביא זאת כרגע לידיעתכם, ושומר לי את האופציה לנקוט בצעדים נוספים במידה והבעיה תמשיך וההטרדות שלי לא יפסקו,בברכה,שמואל",block
אבקש לחזור אליי להצעת מחיר,sales
"שלום,יש לנו שני אתרים, אחד של בית הדפוס שלנו והשני אתר ללימוד שפות. האם המערכת מאפשרת תחת מנוי אחד לשלוח לרשימות תפוצות שונות, לכל רשימה משולח אחר?תודהיוני",sales
מה המחיר של חבילה 120000 סמס בחודש?,sales
אני מקבל מכם לאחרונה הה מיילים ונמאס לי למרות שהודעתי כמה פעמים להפסיק עם זה אם תמשיכו אשקול להגיש נגדכם תביעהזו היא הודעה אחרונהשלומי,block
אני דורשת שתפסיקו לשלוח לי מיילים דרך המערכת שלכם זאת הטרדה בלתי נסבלת.לא נכנסתי לאתרים הללו ובכל זאת אני מקבלת פרסומות זאת הפעם השנייה שאני פונה אליכם להוריד אותי מהמערכת ויש כאן עבירה על החוק. תודה.,block
אבקש לא לשלוח לי יותר ד.א ספאם וכו אחרת אגיש תביעה.,block
ניסיתי להשתמש במערכת שלכם. אני שולחת קובץ HTML שהכנתי אבל משום מה את התמונות הוא לא מציג. מדוע?,
"שלום לכם, אני מקבלת טלפונים מכל מיני חברות שאולי קיבלו מכם את המספר טלפון שלי. לכן, אני מבקשת להסיר את שמי, כתובתי, הטלפון שלי, הדוא""ל שלי וכל פרט אחר/נוסף שלי, מכל מאגרי המידע שלכם. תודה.",block
אבקש להסיר את כתובת המייל שלי שנמצאת אתלכם מרשימות התפוצה שלכם.להלן כל כתובות המייל mnm.moran@gmail.commorantoledo@gmail.comםmorant@ironitr.cבהקדם!!! נמאס מהכמויות דואר זבל שמגיע מהמערכת שלכם.,block
"שחכנו את הסיסמא, שלחו לנו לסיסמא חדשה, שיננו אי אפשר להכנס, נא הוראותיכם הדחופות!!! תודה",support
מבקשת לסיים את ההתקשרות עם חברתכם. אודה אם זה יעשה בהקדם.,
"שלום , נבקש הצעת מחיר להפצת 3 מליון ניוזלייטרים בחודש. תודה",sales
"מבקש ליצור קשר, תודה",sales
"צריך להמליץ ללקוח על מערכת דיוור (אני אישית משתמש גם בישראטק וגם בשלח מסר), אני צריך אופציה להעביר את הנרשמים בין רשימות בקלות באופן ידני ובאופן אוטומטי, יש לכם את האופציה הזאת ?לדוגמא - גולש נרשם כמתעניין בסדנא ולאחר שנרשם רוצה לה",
"שלום, רציתי לדעת האם יש לכם פתרון למדוורים שומרי השבת? כלומר מה קורה אם אני רוצה לשלוח מיני קורס של 3 פרקים אחד אחרי השני, יש אפשרות שאם שבת תיפול באחד הימים אני אוכל לסמן שזה ישלח בדילוג של יום? כלומר שזה לא ישלח בשבת? שכן אני לא יודע מתי הליד ירשם...",support
אנא הסירו טת האי מייל דלי מרשימות התפוצה שלכם בהקדם האפשרי.אני רואה במייל נוסף המגיע דרכעם חדיאה לפרויות שלי על כל המשתמע נכךתודה,block
"יש לי חנויות מתנות,מעוניין במערכת לניהול ושימור לקוחות עם אפשריות מתקדמות כמו, קופונים ומבצעיים סלולרים אפשרות לקשר רציף עם הלקוח ואפשרות לתזכורות לתאיריכים חשובים",
אבקש להפסיק לשלוח לי מיילים תודה ה,block
ידידי היקר אבקש להסיר את כתובת המייל שלי אחת ולתמיד מהמערכת של ישראטק זה מגיע למיילים ללא גבולות 10-15 מילים בשבוע מכל מני אנשים דרך ישראטק נא להסיר את המייל שלי לאלתר מהרשימות שלכם לא תשלח הודעה נוספת,block
"על בסיס שבועי, אני מקבל SPAM מאנשים בעלי חשבון באתר שלכם.התלוננתי בעבר והגיע הזמן שתטפלו העניין.יש לכם אחריות גם כן.זה הפך בלתי נסבל",block
האם יש לכם יכולת לעבוד עם  סמארט פון וטאבלטים ?כלומר שדף נחיתה למשל יוצג בצורה מותאמת לגודל של במכשיר אליו הוא נשלח?,support
"שלום,האם דפי הנחיתה שלכם כלולים בדמי מנוי שלכם או שהכוונה לדף נחיתה עם דומיין, שכרוך ברכישה כספית נוספתתודה",support
אני מבקש חד משמעית להוריד אותי מכל הרישומים שלכם.נמאס לי כל פעם להכנס לכל רישמה ולהוריד ידנית.במידה ולא תעשו שבוע מהיום אני ארשום תלונה בנושא.אנא דווחו לי שהפניה טופלה,block
האם יש לכם תוכנית שותפים/הפניית לקוחות? תודה,coop
"שלום וברכה נא למחוק לי בבקשה מהחשבון של סים זול, את כל כל הרשומות של אנשי הקשר ולהשאיר את המסרים ריקים מאדם.בברכה דוד פרסיקו",block
מעוניינים בשירות מערכת דיוור לסטודנטים ובוגרים. דחוף.,sales
"שלום , שמי מורן ואני לקוחה ותיקה שלכם.בסה""כ אני מרוצה מיכולות המערכת, אם כי, אני מודעתלעובדה שאני מנצלת רק חלק קטן ממנה... אחד הדברים המקשים עלי ביותר זהו נושא עיצוב התבנית. כדי ליצור איזושהי יחודיות שתבדיל אותי ממתחרי (שגם הם משתמשים בישראטק), אני חי",
"למרות שביקשתי להסיר את שמי מרשימות התפוצה שלכם, אני מקבל עשרות מייליםכל מייל נוסף, יגרור תביעה משפטית לפיצוי של 1000 ש""ח עבור כל מייל ע""פ הקבוע בחוק",block
אני מבקש לחזור אלי כי אני מעוניין לדבר איתכם,
מעוניין להתנסות - שוקל להשתמש במערכת.,
האם ניתן לצרף קובץ לאימיילים?,support
"אתלונן,אם לא תורידו אותי ,תפסיקו להטריד אותי",
מעוניינת לקבל הצעת מחיר עבור שירות,sales
אני רוצה לפתוח חשבון בישראטק,
"מעוניינת להסיר את כתובת הדוא""ל שלי מעדכוני העיר אשדוד.",block
שלום וברכהאני בעל עסק לבניית אתרים וכן מייעץ להה אנשים בתחום.. הה מבקשים ממני המלצות על מערכת דיוור.. לכן אשמח להצטרף לתוכנית השותפים שלכם. בשלב הזה כשותף ממליץ בלבד..תודה ה ויום טוב!,coop
אנימקבל מכם דואל זבל של מפרסמים. למרות שביקשתי להסיר אותי מרשימת התפוצה הדואר ממשיך להגיע. אני רואה בכם אחראים למרות כל ההערות הכסתחיות שלכם. אם אמשיך להיות מוטרד אפתח בהליכים לות תלונה במשטרה.,block
"שלוםאני מקבל באמצעותכם דיוור מגופים שונים שמעולם לא נתתי להם את הסכמתי.אנא שילחו לי את הרשימות בהם מופיעה כתובתי ע""מ שאוכל להודיע שאינני מעוניין לקבל עוד דואר זבל.בברכהאבי",block
"התראה משפטיתלא ביקשתי מכם שום מייל, לא נרשמתי אצלכם מעולם ואתם עושים שימוש לא חוקי בכתובת המייל שלי.הריני להודיעכם כי אם אקבל אי פעם מייל נוסף מכם, דרכם או שיופיע כתובת האתר שלכם במייל - אתבע אתכם בבית משפט.בברכה, יניב.",block
נא הסירו את הכתובת שלי מהרשימות שלכם על מנת שלא אגיש תביעה. תודה.,block
לגבי משלוח ניזלטר ללקוחות,
"שלום , אני מבקשת להסיר את עצמי מהחשבון sharondidi@responder.co.il  אבל התשובה שאני מקבלת היא שכבר הוסרה כתובתי מהמאגר, אך אני ממשיכה לקבל מיילים שאיני רוצה לקבל. אשמח לעזרתכם.",block
"האם יש למערכת ""ישראטק"" תכונות של מערכת CRM - אפשרות למשימות/task לגבי נמענים / כל נמען ונמען?",support
"שלום , אני מתעניין במערכת בישראטק בכדי להשתמש בה לשני פרוייקטים שונים במקביל.אשמח אם אם תוכלו לחזור אלי בעניין המחירים לשני פרוייקטים.שבת שלום,אורן",sales
אני צריך שתחזרו אליי דחוף עוד היום בנוגע לעזרה דחופה(וגם בנוגע לשיתוף פעולה עם גופים ארציים שאני עובד איתם),support
"שלום , אני מפצירה בכם להסיר את כתובת הדואר מרשימת התפוצה שלכם. זה הפך למטרד כל הפרסומים מה גם זה לא קשור לתחומי העניין. הסרתי את האימייל, אך אני מבקשת לוודא שגם אצלכם זה נעשה.",block
מעוניינת לקבל הצעת מחיר לדיוור חודשי קבוע. תודה,sales
"שלוםכתובת המייל הקודמת שלי נופיעה אצלכם ואני מעוניין שתמחקו אותה מיידית ואפסיק לקבל מכם מיילים.lioramir@netvision.net.ilגם אם אישרתי אתכם בעבר אינני מעוניין יותר לקבל מכם מיילים משום חברה, אז פשוט מחקו אותי מהמאגר שלכם.יום טוב ותודהליאור",
מעוניין בהצעת מחיר,sales
אני מבקש לדבר אם נציגכםולקבל פרטים.,
קבלת פרטים על התוכנה,
"שלום,במידה והחלתתם ליצור עמי קשר אבקש ליצור קשר בין השעות 14:00-22:00 מטעם הפרשי השעות, תודה מראש",uncategorized
"שלום ,שאלה לגבי התשלום בבקשה: האם ניתן לחלק את התשלום בצ'ק לכמה תשלומים?תודה מראש,ג'ניה",sales
